AÃ±o,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto,NIT Proveedor,Actividad Economica Proveedor,ID Entidad
2018,24645,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,EASYCLEAN GE SAS,Emitida,42631,Ver Conjunto detalle,68955532.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,860522931,8121,93
2018,24646,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,EASYCLEAN GE SAS,Emitida,42632,Ver Conjunto detalle,211555823.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,860522931,8121,93
2018,24647,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,CONSERJES INMOBILIARIOS LTDA,Emitida,42640,Ver Conjunto detalle,14922717.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,800093388,8121,93
2018,24648,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,CONSERJES INMOBILIARIOS LTDA,Emitida,42641,Ver Conjunto detalle,23832292.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,800093388,8121,93
2018,24649,Ejecutiva,Ambiente y Desarrollo Sostenible,PARQUES NACIONALES DT CARIBE,Lixardo Enrique Ballesteros Cerchiaro,01/16/2018 12:00:00 AM,MR CLEAN SA,Emitida,42581,Ver Conjunto detalle,29743823.00,Aseo y CafeterÃ­a II,Magdalena,Obligada,No Definido,800062177,8121,259
2015,2465,Ejecutiva,Transporte,MINISTERIO DE TRANSPORTE,Mery Acevedo Barrera,05/05/2015 12:00:00 AM,UniÃ³n Temporal Seiso  Serconal,Emitida,6386,Ver Conjunto detalle,44503613.00,Aseo y CafeterÃ­a,BogotÃ¡ D.C.,Obligada,No Definido,900787759,8121,120
2018,24650,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,EASYCLEAN GE SAS,Emitida,42643,Ver Conjunto detalle,29417455.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,860522931,8121,93
2018,24651,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,EASYCLEAN GE SAS,Emitida,42645,Ver Conjunto detalle,28090410.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,860522931,8121,93
2018,24652,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,CONSERJES INMOBILIARIOS LTDA,Emitida,42646,Ver Conjunto detalle,26067764.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,800093388,8121,93
2018,24653,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/16/2018 12:00:00 AM,CONSERJES INMOBILIARIOS LTDA,Emitida,42648,Ver Conjunto detalle,15161360.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,800093388,8121,93
2018,24654,Ejecutiva,Defensa Nacional,MINISTERIO DE DEFENSA NACIONAL  DIRECCION GENERAL MARITIMA DIMAR,Yury RamÃ­rez Moya,01/16/2018 12:00:00 AM,ESRI COLOMBIA SAS,Emitida,42644,Ver Conjunto detalle,300000000.00,ArcGIS,Sede central,Obligada,No Definido,830122983,6202,91
2018,24655,Ejecutiva,,FONDO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,Christian Thoinsson PeÃ±aranda,01/16/2018 12:00:00 AM,TelefÃ³nica,Cerrada,42430,Ver Conjunto detalle,369823560.00,Nube Privada II,BogotÃ¡,Obligada,No Definido,,,41
2018,24656,Ejecutiva,EducaciÃ³n Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,01/16/2018 12:00:00 AM,UniÃ³n Temporal Agrosocial II,Cerrada,42651,Ver Conjunto detalle,1655305036.00,Almacenamiento PAE II,Bogota,No obligada,No Definido,901137793,5629,135
2018,24657,Ejecutiva,EducaciÃ³n Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,01/16/2018 12:00:00 AM,Aerodelicias SAS,Cerrada,42649,Ver Conjunto detalle,1452443764.00,Servicio de Almacenamiento Ensamble y DistribuciÃ³n de Refrigerios Escolares II,Bogota,No obligada,No Definido,800157021,4631,135
2018,24658,Ejecutiva,EducaciÃ³n Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,01/16/2018 12:00:00 AM,Fabio Doblado Barreto,Cerrada,42654,Ver Conjunto detalle,1793334142.00,Almacenamiento PAE II,Bogota,No obligada,No Definido,19101326,5629,135
2018,24659,Ejecutiva,EducaciÃ³n Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,01/16/2018 12:00:00 AM,UniÃ³n Temporal Unidos por los NiÃ±os de BogotÃ¡,Cerrada,42655,Ver Conjunto detalle,1257993202.00,Almacenamiento PAE II,Bogota,No obligada,No Definido,901137024,5629,135
2015,2466,Ejecutiva,Transporte,MINISTERIO DE TRANSPORTE,Mery Acevedo Barrera,05/05/2015 12:00:00 AM,UniÃ³n Temporal Seiso  Serconal,Emitida,6382,Ver Conjunto detalle,29278751.00,Aseo y CafeterÃ­a,BogotÃ¡ D.C.,Obligada,No Definido,900787759,8121,120
2018,24660,Ejecutiva,EducaciÃ³n Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,01/16/2018 12:00:00 AM,Consorcio LogÃ­stico Catalimentos 2017,Cerrada,42652,Ver Conjunto detalle,1822597959.00,Almacenamiento PAE II,Bogota,No obligada,No Definido,901138145,4631,135
2018,24661,Ejecutiva,,UAE  CATASTRO DISTRITAL,Fredy Leonardo VarÃ³n GarcÃ­a,01/17/2018 12:00:00 AM,ESRI COLOMBIA SAS,Cerrada,42602,Ver Conjunto detalle,1350000000.00,ArcGIS,BOGOTA,No obligada,No Definido,830122983,6202,64
2018,24662,Organismos autÃ³nomo o independientes,Ambiente y Desarrollo Sostenible,CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA,ilder Ortiz Zuluaga,01/17/2018 12:00:00 AM,Oracle Colombia Ltda,Emitida,42659,Ver Conjunto detalle,109743914.00,Servicios Oracle,Cali,No obligada,No Definido,800103052,6202,212
2018,24663,Ejecutiva,Minas y EnergÃ­a,BOGOTA DC  UNIDAD DE PLANEACION MINERO ENERGETICA  UPME,Alejandro Carrillo Carrillo,01/17/2018 12:00:00 AM,GRUPO EDS AUTOGAS SAS,Emitida,39068,Ver Conjunto detalle,7944000.00,Combustible BogotÃ¡ II,BogotÃ¡,No obligada,No Definido,900459737,COMERCIO AL POR MENO,383
2018,24664,Organismos autÃ³nomo o independientes,FunciÃ³n PÃºblica,ANTIOQUIACONTRALORÃA GENERAL DE MEDELLÃN,Carlos Fernando Borja Jimenez,01/17/2018 12:00:00 AM,UNIÃ“N TEMPORAL SERVI EFICIENTE 2016,Cerrada,42664,Ver Conjunto detalle,158544862.00,Aseo y CafeterÃ­a II,MEDELLIN,No obligada,No Definido,901030624,8121,941
2018,24665,Ejecutiva,,ALCALDIA DE NEIVA,Liliana Trujillo Uribe,01/17/2018 12:00:00 AM,UNION TEMPORAL BIOLIMPIEZA,Emitida,42667,Ver Conjunto detalle,860181920.00,Aseo y CafeterÃ­a II,NEIVA,No obligada,No Definido,901351365,8121,804
2018,24666,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/17/2018 12:00:00 AM,EASYCLEAN GE SAS,Emitida,42673,Ver Conjunto detalle,228148391.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,860522931,8121,93
2018,24667,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/17/2018 12:00:00 AM,CONSERJES INMOBILIARIOS LTDA,Emitida,42675,Ver Conjunto detalle,16295753.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,800093388,8121,93
2018,24668,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,01/17/2018 12:00:00 AM,UNIÃ“N TEMPORAL SERVI EFICIENTE 2016,Emitida,42678,Ver Conjunto detalle,124262730.00,Aseo y CafeterÃ­a II,BogotÃ¡ D.C.,Obligada,No Definido,901030624,8121,93
2018,24669,Organismos autÃ³nomo o independientes,InclusiÃ³n social y reconciliaciÃ³n,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR REGIONAL META,Martha Eugenia Solano Hurtado,01/17/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Cerrada,31484,Ver Conjunto detalle,10000000.00,Combustible Nacional,Villavicencio,Obligada,No Definido,830095213,4661,1187
2015,2467,Ejecutiva,Transporte,MINISTERIO DE TRANSPORTE,Mery Acevedo Barrera,05/05/2015 12:00:00 AM,GYE Grupo y Estrategia SAS,Emitida,6380,Ver Conjunto detalle,11780684.00,Aseo y CafeterÃ­a,BogotÃ¡ D.C.,Obligada,No Definido,860522931,8121-8129-5629,120
2018,24670,Ejecutiva,Comercio Industria y Turismo,UAE  JUNTA CENTRAL DE CONTADORES,Astrid Del Pilar Acevedo Camacho,01/17/2018 12:00:00 AM,Servicio AÃ©reo a Territorios Nacionales SA,Emitida,42679,Ver Conjunto detalle,45000000.00,Tiquetes AÃ©reos,BOGOTA,Obligada,No Definido,8999991434,5111,180
2018,24671,Ejecutiva,Comercio Industria y Turismo,UAE  JUNTA CENTRAL DE CONTADORES,Astrid Del Pilar Acevedo Camacho,01/17/2018 12:00:00 AM,Oracle Colombia Ltda,Emitida,42682,Ver Conjunto detalle,12381852.00,Servicios Oracle,BOGOTA,Obligada,No Definido,800103052,6202,180
2018,24672,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,DANE  Centro Oriental,Erika Calixto Hernandez,01/17/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Cerrada,40528,Ver Conjunto detalle,2329100.00,Combustible Nacional,BUCARAMANGA,Obligada,No Definido,830095213,4661,424
2018,24673,Ejecutiva,Ambiente y Desarrollo Sostenible,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES IDEAM,Juan Carlos Parra Meneses,01/17/2018 12:00:00 AM,UniÃ³n Temporal Novatours  Vision Tours 042015,Cerrada,42663,Ver Conjunto detalle,524500000.00,Tiquetes AÃ©reos,BOGOTA,Obligada,No Definido,9008898962,7911,34
2018,24674,Ejecutiva,,INSTITUTO DE DESARROLLO URBANO,Guillermo Velasquez Yaya,01/17/2018 12:00:00 AM,Oracle Colombia Ltda,Cerrada,42565,Ver Conjunto detalle,636632068.00,Servicios Oracle,BogotÃ¡,No obligada,No Definido,800103052,6202,147
2018,24675,Ejecutiva,Defensa Nacional,MINISTERIO DE DEFENSA NACIONAL  ESCUELA SUPERIOR DE GUERRA  DEPARTAMENTO GESTION ADMINISTRATIVA,Andrea Carolina  Tovar Murillo,01/17/2018 12:00:00 AM,Oracle Colombia Ltda,Emitida,42681,Ver Conjunto detalle,6570270.00,Servicios Oracle,BOGOTA,No obligada,No Definido,800103052,6202,455
2018,24676,Ejecutiva,Hacienda y CrÃ©dito PÃºblico,FOGAFIN,Pilar Consuelo Varela Hernandez,01/17/2018 12:00:00 AM,Subatours SAS,Cerrada,42603,Ver Conjunto detalle,200000000.00,Tiquetes AÃ©reos,BogotÃ¡,No obligada,No Definido,8000750036,7911,330
2018,24677,Ejecutiva,Ciencia y TecnologÃ­a,INSTITUTO NACIONAL DE SALUD,Paula Camila Campos Abril,01/17/2018 12:00:00 AM,GRUPO EDS AUTOGAS SAS,Emitida,41651,Ver Conjunto detalle,30000000.00,Combustible BogotÃ¡ II,BOGOTA,Obligada,No Definido,900459737,COMERCIO AL POR MENO,66
2018,24678,Ejecutiva,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE CARTAGO,Lizette Viviana Quintero Martinez,01/17/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Cerrada,37039,Ver Conjunto detalle,1767300.00,Grandes Superficies,CARTAGO,Obligada,No Definido,830037946,4761,905
2015,2468,Ejecutiva,Transporte,MINISTERIO DE TRANSPORTE,Mery Acevedo Barrera,05/05/2015 12:00:00 AM,UniÃ³n Temporal CCEficiente,Emitida,6378,Ver Conjunto detalle,108205323.00,Aseo y CafeterÃ­a,BogotÃ¡ D.C.,Obligada,No Definido,900787922,8121,120
2018,24680,Ejecutiva,EducaciÃ³n Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,01/17/2018 12:00:00 AM,UniÃ³n Temporal MS 360,Emitida,42671,Ver Conjunto detalle,1962723830.00,Almacenamiento PAE II,Bogota,No obligada,No Definido,901137546,8211,135
2018,24681,Ejecutiva,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE CARTAGO,Lizette Viviana Quintero Martinez,01/17/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Cerrada,42687,Ver Conjunto detalle,1861993.00,Grandes Superficies,CARTAGO,Obligada,No Definido,830037946,4761,905
2018,24682,Ejecutiva,Ambiente y Desarrollo Sostenible,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES IDEAM,Francisco Javier Bernal GarcÃ­a,01/17/2018 12:00:00 AM,ESRI COLOMBIA SAS,Cerrada,42619,Ver Conjunto detalle,202820684.00,ArcGIS,BOGOTA D.C.,Obligada,No Definido,830122983,6202,34
2018,24683,Ejecutiva,,FONDO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,Christian Thoinsson PeÃ±aranda,01/17/2018 12:00:00 AM,Image Quality Outsourcing SAS,Cerrada,42567,Ver Conjunto detalle,1419379991.00,Servicios BPO,BogotÃ¡,Obligada,No Definido,830039329,6311,41
2018,24684,Judicial,Justicia y del Derecho,FISCALIA GENERAL DE LA NACION  SECCIONAL IBAGUE,Cristina Ines Carvajal Duque,01/17/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,42375,Ver Conjunto detalle,152728871.00,Combustible Nacional,NEIVA,No obligada,No Definido,830095213,4661,288
2018,24685,Ejecutiva,Agricultura y Desarrollo Rural,UNIDAD DE PLANIFICACION DE TIERRAS RURALES ADECUACION DE TIERRAS Y USOS AGROPECUARIOS,Mercedes Vasquez,01/17/2018 12:00:00 AM,Productos de Seguridad SA Prodeseg,Emitida,42715,Ver Conjunto detalle,1929645.00,Elementos para Emergencias,BogotÃ¡,Obligada,No Definido,860051688,Otras industrias man,102
2018,24686,Ejecutiva,Transporte,INSTITUTO NACIONAL DE VIAS,Deisy Astrid Cabrera Ahumada,01/17/2018 12:00:00 AM,Oracle Colombia Ltda,Cerrada,42614,Ver Conjunto detalle,19576035.00,Servicios Oracle,BogotÃ¡ D.C.,Obligada,No Definido,800103052,6202,190
2018,24687,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Ofelia Hernandez Araque,01/18/2018 12:00:00 AM,MR CLEAN SA,Emitida,42717,Ver Conjunto detalle,37581173.00,Aseo y CafeterÃ­a II,BUCARAMANGA,Obligada,No Definido,800062177,8121,1
2018,24688,Ejecutiva,Salud y ProtecciÃ³n Social,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS,Raquel Yadira Cortes Ariza,01/18/2018 12:00:00 AM,Servicios Postales Nacionales SA,Emitida,42720,Ver Conjunto detalle,327086030.00,Servicio de DistribuciÃ³n,Bogota,Obligada,No Definido,9000629179,5310,22
2018,24689,Ejecutiva,Salud y ProtecciÃ³n Social,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS,Raquel Yadira Cortes Ariza,01/18/2018 12:00:00 AM,Servicios Postales Nacionales SA,Emitida,42721,Ver Conjunto detalle,100943228.00,Servicio de DistribuciÃ³n,Bogota,Obligada,No Definido,9000629179,5310,22
2015,2469,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES  REGIONAL CENTRO,Sonia Marcela Pedraza Gonzalez,05/05/2015 12:00:00 AM,OrganizaciÃ³n Terpel SA,Cerrada,6414,Ver Conjunto detalle,2651082.00,Combustible BogotÃ¡ I,COTA,Obligada,No Definido,830095213,4661,55
2018,24690,Ejecutiva,Hacienda y CrÃ©dito PÃºblico,MINISTERIO DE HACIENDA Y CREDITO PUBLICO,Jorge Hernando Porras Gonzales,01/18/2018 12:00:00 AM,Oracle Colombia Ltda,Emitida,42452,Ver Conjunto detalle,1147194407.00,Servicios Oracle,Bogota D.C.,Obligada,No Definido,800103052,6202,165
2018,24691,Ejecutiva,,INSTITUTO DE DESARROLLO URBANO,Jhon Flavio VÃ¡squez RodrÃ­guez,01/18/2018 12:00:00 AM,GRUPO EDS AUTOGAS SAS,Emitida,38110,Ver Conjunto detalle,190000000.00,Combustible BogotÃ¡ II,BogotÃ¡ D.C.,No obligada,No Definido,900459737,COMERCIO AL POR MENO,147
2018,24692,Ejecutiva,Defensa Nacional,GRUPO INTENDENCIA REGIONAL DIMAR NO 4,Julia De Los Angeles Manga RiaÃ±o,01/18/2018 12:00:00 AM,CLEANER SA,Emitida,42650,Ver Conjunto detalle,344917370.00,Aseo y CafeterÃ­a II,CARTAGENA,Obligada,No Definido,800041433,8121,512
2018,24693,Ejecutiva,Minas y EnergÃ­a,BOGOTA DC  UNIDAD DE PLANEACION MINERO ENERGETICA  UPME,Alejandro Carrillo Carrillo,01/18/2018 12:00:00 AM,ETB,Emitida,42733,Ver Conjunto detalle,8275274.00,Conectividad II,BogotÃ¡,No obligada,No Definido,,,383
2018,24694,Ejecutiva,,ALCALDIA MUNICIPIO VILLAHERMOSA TOLIMA,German De Jesus Uribe Arcila,01/18/2018 12:00:00 AM,QBE SEGUROS SA,Emitida,42472,Ver Conjunto detalle,1927761.00,SOAT II,Villahermosa Tolima,No obligada,No Definido,860002534,6511,868
2018,24696,Ejecutiva,Trabajo,SENA  Regional Antioquia,Claudia Elena Lopez Perez,01/18/2018 12:00:00 AM,Distracom SA,Emitida,37756,Ver Conjunto detalle,70000000.00,Combustible Nacional,Medellin,Obligada,No Definido,811009788,4731,418
2018,24697,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,DANE  ANTIOQUIA,Jose Nelson Alzate Rios,01/18/2018 12:00:00 AM,CONSERJES INMOBILIARIOS LTDA,Cerrada,42745,Ver Conjunto detalle,12636012.00,Aseo y CafeterÃ­a II,MONTERIA,Obligada,No Definido,800093388,8121,365
2018,24698,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,DANE  ANTIOQUIA,Jose Nelson Alzate Rios,01/18/2018 12:00:00 AM,CONSERJES INMOBILIARIOS LTDA,Cerrada,42746,Ver Conjunto detalle,12586124.00,Aseo y CafeterÃ­a II,QUIBDO,Obligada,No Definido,800093388,8121,365
2018,24699,Ejecutiva,Presidencia de la RepÃºblica,AGENCIA PARA LA REINCORPORACIÃ“N Y LA NORMALIZACIÃ“N  ARN,Adriana Marina Rojas RodrÃ­guez,01/18/2018 12:00:00 AM,PC COM SA,Cerrada,42719,Ver Conjunto detalle,517015910.00,Arriendo ETP,Bogota,Obligada,No Definido,830044858,7730,159
2014,247,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES  REGIONAL CENTRO,Linda Viviana CataÃ±o Donato,06/03/2014 12:00:00 AM,UniÃ³n Temporal AutogasGandur,Cerrada,1006,Ver Conjunto detalle,3164226.00,Combustible BogotÃ¡ I,Cota,Obligada,No Definido,900459737,4731,55
2015,2470,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES  REGIONAL CENTRO,Sonia Marcela Pedraza Gonzalez,05/05/2015 12:00:00 AM,OrganizaciÃ³n Terpel SA,Cerrada,6402,Ver Conjunto detalle,1004893.00,Combustible BogotÃ¡ I,COTA,Obligada,No Definido,830095213,4661,55
2018,24700,Ejecutiva,Presidencia de la RepÃºblica,AGENCIA PARA LA REINCORPORACIÃ“N Y LA NORMALIZACIÃ“N  ARN,Adriana Marina Rojas RodrÃ­guez,01/18/2018 12:00:00 AM,UniplesSA,Emitida,42723,Ver Conjunto detalle,1123134240.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,Bogota,Obligada,No Definido,811021363,4690,159
2018,24701,Ejecutiva,Minas y EnergÃ­a,BOGOTA DC  UNIDAD DE PLANEACION MINERO ENERGETICA  UPME,Alejandro Carrillo Carrillo,01/18/2018 12:00:00 AM,ESRI COLOMBIA SAS,Emitida,42747,Ver Conjunto detalle,66426380.00,ArcGIS,BogotÃ¡,No obligada,No Definido,830122983,6202,383
2018,24702,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,DANE  ATLANTICO,Yanis Patricia Galindo Villalba,01/18/2018 12:00:00 AM,CENTRO ASEO MANTENIMIENTO PROFESIONAL SAS,Cerrada,42756,Ver Conjunto detalle,38684865.00,Aseo y CafeterÃ­a II,BARRANQUILLA,Obligada,No Definido,900073254,8121,373
2018,24703,Organismos autÃ³nomo o independientes,,DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL DISTRITAL,Jose Agustin Hortua Mora,01/18/2018 12:00:00 AM,Jargu SA Corredores de seguros,Emitida,42615,Ver Conjunto detalle,0.00,Servicio de IntermediaciÃ³n de Seguros,Bogota,No obligada,No Definido,800018165,6621,265
2018,24704,Ejecutiva,,CAUCA  ALCALDIA MUNICIPAL DE POPAYAN,Cesar Cristian GÃ³mez Castro,01/18/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,40723,Ver Conjunto detalle,350000000.00,Combustible Nacional,Popayan,No obligada,No Definido,830095213,4661,1027
2018,24705,Ejecutiva,Cultura,INSTITUTO DISTRITAL PARA LA RECREACION Y EL DEPORTE IDRD,MarÃ­a Angela Vives Mendoza,01/18/2018 12:00:00 AM,Oracle Colombia Ltda,Emitida,42761,Ver Conjunto detalle,20584159.00,Servicios Oracle,BogotÃ¡,No obligada,No Definido,800103052,6202,143
2018,24706,Ejecutiva,PlaneaciÃ³n,AGENCIA NACIONAL DE CONTRATACION PUBLICA  CCE,Sandra Marcela VÃ¡squez Tinoco,01/18/2018 12:00:00 AM,Servicio AÃ©reo a Territorios Nacionales SA,Cerrada,42762,Ver Conjunto detalle,44728944.00,Tiquetes AÃ©reos,BogotÃ¡,Obligada,No Definido,8999991434,5111,18
2018,24707,Ejecutiva,Defensa Nacional,POLICIA NACIONAL  GESTION GENERAL,Rocio Cubillos Rodriguez,01/18/2018 12:00:00 AM,Oracle Colombia Ltda,Cerrada,42755,Ver Conjunto detalle,2386458107.00,Servicios Oracle,Bogota,Obligada,No Definido,800103052,6202,108
2018,24708,Organismos autÃ³nomo o independientes,Transporte,EMPRESA DE TRANSPORTE DEL TERCER MILENIO TRANSMILENIO SA,Didier Ariel Arias Lopez,01/19/2018 12:00:00 AM,Oracle Colombia Ltda,Emitida,42753,Ver Conjunto detalle,239354798.00,Servicios Oracle,BOGOTÃ,No obligada,No Definido,800103052,6202,918
2018,24709,Ejecutiva,FunciÃ³n PÃºblica,MUNICIPIO DE BUCARAMANGA  SECRETARIA ADMINISTRATIVA,Lida Marcela Salazar Sanabria,01/19/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,39834,Ver Conjunto detalle,138364533.00,Combustible Nacional,Bucaramanga,No obligada,No Definido,830095213,4661,657
2015,2471,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,DANE  ANTIOQUIA,Duvan DarÃ­o Uribe Urrea,05/05/2015 12:00:00 AM,PapelerÃ­a el Punto Ltda,Emitida,5503,Ver Conjunto detalle,1059639.00,PapelerÃ­a y Ãºtiles de oficina,Medellin,Obligada,No Definido,800004711,4761(COMERCIALIZACIO,365
2018,24710,Ejecutiva,Hacienda y CrÃ©dito PÃºblico,UAE  GESTION PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCION SOCIAL,Rocio Amelia Lopez Zorro,01/19/2018 12:00:00 AM,Eforcers SA,Cerrada,42736,Ver Conjunto detalle,414704000.00,Google II,BOGOTA D.C,Obligada,No Definido,,,194
2018,24711,Ejecutiva,Hacienda y CrÃ©dito PÃºblico,UAE  GESTION PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCION SOCIAL,Diana Carolina NuÃ±ez Parra,01/19/2018 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,40586,Ver Conjunto detalle,10719200.00,Grandes Superficies,BogotÃ¡,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,194
2018,24712,Ejecutiva,Cultura,ARCHIVO GENERAL DE LA NACION,Manuel Gomez PatiÃ±o,01/19/2018 12:00:00 AM,IFX Netorks Colombia SAS,Emitida,42253,Ver Conjunto detalle,8925000.00,Conectividad II,Bogota,Obligada,No Definido,830058677,6190,81
2018,24713,Ejecutiva,Cultura,ARCHIVO GENERAL DE LA NACION,Manuel Gomez PatiÃ±o,01/19/2018 12:00:00 AM,ETB,Emitida,42771,Ver Conjunto detalle,9941789.00,Conectividad II,Bogota,Obligada,No Definido,,,81
2018,24714,Ejecutiva,InclusiÃ³n social y reconciliaciÃ³n,CENTRO DE MEMORIA HISTORICA,Gloria Marcela Neira PeÃ±oloza,01/19/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,41611,Ver Conjunto detalle,1288770.00,Grandes Superficies,Bogota,Obligada,No Definido,830037946,4761,185
2018,24715,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE JUSTICIA Y PAZ ESPINAL TOLIMA,Jasbleydi Vera Martinez,01/19/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,42738,Ver Conjunto detalle,3900000.00,Grandes Superficies,Espinal,No obligada,No Definido,900059238,Comercio al por mayo,911
2018,24716,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE JUSTICIA Y PAZ ESPINAL TOLIMA,Jasbleydi Vera Martinez,01/19/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,42515,Ver Conjunto detalle,5559956.00,Grandes Superficies,Espinal,No obligada,No Definido,900059238,Comercio al por mayo,911
